,Name,P.CH3 (wt%),P.CH2 (wt%),P.CH (wt%),Olef (wt%),Naph (wt%),Arom (wt%),OH (wt%),O (wt%),Mol Wt,B.I,DCN
405,LN J80 + DPE (10 % vol.),37.140687745883724,34.540224391665454,8.774391665452429,0.0,13.594288212152122,4.292933119626986,0.0,1.657474865219292,83.37990577168495,0.33604481864661173,27.2
406,LN J80 + DIPE (20 % vol.),39.6694874022589,30.5112539820446,10.724196350999133,0.0,12.008572256009268,3.7921807124239795,0.0,3.2943092962641183,85.19399911981876,0.34227575752636474,25.9
407,HN J80 + DIPE (1 % vol.),31.721120252747976,27.534680444941753,4.700325807937866,0.0,26.880979398407167,9.013150793128414,0.0,0.1497433028368328,111.97439036749307,0.44947614269589825,32.3
408,HN J80 + DIPE (5 % vol.),32.7680118694362,26.470952851961755,5.503478404220243,0.0,25.84250576986482,8.66495219254863,0.0,0.7500989119683482,111.55296788316097,0.44738575338869524,31.0
409,HN J80 + DPE (10 % vol.),34.08207534699273,25.135756774619963,6.511599471249173,0.0,24.53900859220093,8.227891606080634,0.0,1.5036682088565763,111.02846490991581,0.44478405213251887,30.6
410,HN J80 + DIPE (20 % vol.),36.72852589641434,22.44674634794157,8.541899070385126,0.0,21.913837981407706,7.347675962815405,0.0,3.021314741035857,109.98697392024287,0.4396179261916809,28.2
411,SATORP + DIPE (1 % vol.),41.666383993639855,28.12717636146813,3.324992712336028,1.495494236120313,3.7634954286471447,21.471731813965814,0.0,0.15072545382271102,90.91572917466557,0.637944990883744,19.4
412,SATORP + DIPE (5 % vol.),42.333244857332446,27.033709356337088,4.186675514266755,1.4373556735235566,3.617186463171864,20.637000663570003,0.0,0.7548274717982749,91.30144205379278,0.6296649290777939,19.4
413,SATORP + DPE (10 % vol.),43.16981382978723,25.66196808510638,5.267646276595745,1.3644215425531916,3.4336436170212763,19.589840425531914,0.0,1.5126662234042554,91.78996711837449,0.6191778078345364,18.9
414,SATORP + DIPE (20 % vol.),44.853004005340445,22.902002670226967,7.442576769025367,1.2176769025367156,3.0643524699599465,17.482937249666218,0.0,3.037449933244326,92.78890085039632,0.5977337921202939,18.3
415,LN J80 + DBE (5 % vol.),33.93496794871795,40.07777243589744,6.418589743589744,0.0,14.347435897435899,4.5307692307692315,0.0,0.6899038461538461,83.36005902297339,0.3181310566849687,32.1
416,LN J80 + DBE (10 % vol.),33.298152866242035,41.51697452229299,6.04203821656051,0.0,13.505732484076432,4.264968152866242,0.0,1.3710191082802548,85.1522975359537,0.30590619704702926,35.2
417,LN J80 + DBE (15 % vol.),32.669398734177214,42.937958860759494,5.670253164556962,0.0,12.674683544303797,4.00253164556962,0.0,2.043512658227848,86.99909834055742,0.29330916799537105,38.5
418,LN J80 + DBE (20 % vol.),32.04855345911949,44.34106918238993,5.30314465408805,0.0,11.854088050314463,3.743396226415094,0.0,2.70754716981132,88.90299156333822,0.2803227115357254,41.1
419,HN J80 + DBE (5 % vol.),31.03576594345825,29.663491124260357,4.272189349112426,0.0,25.7660486522025,8.639316239316239,0.0,0.6226824457593689,112.86763606406025,0.4302211925877728,34.6
420,HN J80 + DBE (10 % vol.),30.61208935611038,31.524533508541396,4.044678055190539,0.0,24.39390275952694,8.179237844940866,0.0,1.2445466491458606,113.66536354220229,0.4101889735496077,37.1
421,HN J80 + DBE (15 % vol.),30.18896913985555,33.38313197636245,3.8174655285620487,0.0,23.023558765594224,7.719763624425476,0.0,1.8655942219304007,114.47337762588981,0.389898441314151,39.8
422,HN J80 + DBE (20 % vol.),29.766404199475062,35.239291338582674,3.5905511811023616,0.0,21.65501312335958,7.260892388451443,0.0,2.485826771653543,115.29187857319685,0.3693445670793202,42.8
423,SATORP + DBE (5 % vol.),40.56163413827324,30.244637777042676,2.951567978828978,1.4330764141581211,3.606417466093285,20.575560701290108,0.0,0.6265960965927887,92.23613530706878,0.616867621324042,22.7
424,SATORP + DBE (10 % vol.),39.62512888301388,32.08561797752809,2.79345009914078,1.356305353602115,3.413218770654329,19.47331130204891,0.0,1.2519497686715133,93.69419040379891,0.5930504885545863,25.3
425,SATORP + DBE (15 % vol.),38.69047870584351,33.922951469131725,2.6356454275338397,1.279686365137009,3.2204027731924727,18.373245295477055,0.0,1.8760647078243644,95.19605458892997,0.5685177402522925,28.3
426,SATORP + DBE (20 % vol.),37.75767810026385,35.75664907651715,2.4781530343007914,1.2032189973614775,3.0279683377308704,17.275356200527703,0.0,2.4989445910290238,96.74373242551749,0.5432366321508119,31.6
427,LN J80 + DMM (1 % vol.),34.64150223756179,38.36594167714762,6.714475416069496,0.0,15.00882740062593,4.73962970546082,0.0,0.5296235631343414,81.54416011869668,0.3255467685355697,28.3
428,LN J80 + DMM (20 % vol.),35.752073578595315,33.778305462653286,5.170122630992196,0.0,11.556744704570791,3.649498327759197,0.0,10.093255295429207,80.19853820176621,0.24653338195424354,29.2
429,HN J80 + DMM (1 % vol.),31.55052036793692,27.693997371879107,4.449145860709592,0.0,26.83329303547963,8.997161629434952,0.0,0.4758817345597897,111.48190371154905,0.4425403733424909,32.5
430,HN J80 + DMM (20 % vol.),33.226307692307685,25.731589743589744,3.507692307692307,0.0,21.15528205128205,7.093333333333333,0.0,9.285794871794872,101.45873545638014,0.31752857415108265,31.8
431,SATORP + DMM (1 % vol.),41.47690893459427,28.28647840751273,3.0746240328020633,1.4928238873090405,3.7567753455459294,21.43339197143046,0.0,0.4789974208055022,90.61899734337037,0.6313197233304343,20.0
432,SATORP + DMM (20 % vol.),41.05005154639175,26.187938144329898,2.4206701030927835,1.1753092783505155,2.9577319587628867,16.87463917525773,0.0,9.333659793814434,87.05724238456408,0.4775057440027671,21.5
433,FACE I (98.5)+ Meth (1.0)+ Eth (0.5),58.28085537148666,30.202940321587604,7.254624217866296,1.3958762045216992,1.5826483727323493,0.4718454775847997,0.8112100342205868,0.0,92.7905879855606,0.3631747549791332,30.7
434,FACE I (96.0)+ Meth (2.5)+ Eth (1.5),57.79140098893336,29.68494466682364,7.046836055397393,1.355895284371856,1.5373178928441467,0.4583308003510499,2.1252743112785497,0.0,88.85016651334331,0.33779188960704337,29.27
435,FACE I (92.0)+ Meth (5.0)+ Eth (3.0),57.03099515975643,28.82911072944316,6.717223602219983,1.2924739180423273,1.4654105690479908,0.4368925920143078,4.227893429475806,0.0,83.16883361949122,0.30140275679384004,26.65
436,FACE I (88.5)+ Meth (7.5)+ Eth (4.0),56.42185941043084,27.98129590777121,6.431596414266641,1.2375158412274567,1.4030989467438066,0.41831521393604165,6.106318265624007,0.0,78.59690275726437,0.2727225323242748,24.6
437,FACE I (84)+ Meth (10.0)+ Eth (6.0),55.53424454369259,27.144523468441893,6.068428414932164,1.1676379876969745,1.3238712395719219,0.39469453105249847,8.366599814611948,0.0,73.87122424856744,0.24185124862399737,22.1
438,FACE J (98.5)+ Meth (1.0)+ Eth (0.5),25.64755612701704,33.66774058042236,7.1341831204938515,0.0,0.7970604589793132,31.99066113755243,0.762798575535016,0.0,92.0669595583869,0.6519092621184616,29.06
439,FACE J (96.0)+ Meth (2.5)+ Eth (1.5),26.066936306631447,33.08634715809424,6.941710184083714,0.0,0.7755565860838358,31.127585942698147,2.0018638224086134,0.0,88.42069951992605,0.6091994772225042,27.44
440,FACE J (92.0)+ Meth (5.0)+ Eth (3.0),26.750271748602376,32.12774570658658,6.635036398493115,0.0,0.7412937217626793,29.752418388277405,3.9932340362778356,0.0,83.10262959722029,0.5472643694039374,25.84
441,FACE J (88.5)+ Meth (7.5)+ Eth (4.0),27.392581357088396,31.19230087075157,6.367932667228441,0.0,0.7114517876489708,28.554688415392636,5.781044901889972,0.0,78.77064692981757,0.4978539675914762,24.17
442,FACE A (98.5)+ Meth (1.0)+ Eth (0.5),56.91989760992732,16.871296625351373,24.6662455031387,0.0,0.3144700621914097,0.40291476718274366,0.8251754322084504,0.0,96.7656798631856,0.40027316136498436,25.46
443,FACE A (96.0)+ Meth (2.5)+ Eth (1.5),56.46189470935167,16.73287253259048,23.94794228383643,0.0,0.30531241158675926,0.39118152734553524,2.1607965352891245,0.0,92.3099274299581,0.37072227506628586,23.89
444,FACE A (92.0)+ Meth (5.0)+ Eth (3.0),55.75256031263068,16.478885604279924,22.809955729880166,0.0,0.2908042164765599,0.37259290236059234,4.295201234372071,0.0,85.95357240056674,0.3287913953080963,21.53
445,FACE A (88.5)+ Meth (7.5)+ Eth (4.0),55.18933496848038,16.151307257040813,21.82526517351922,0.0,0.27825039265044427,0.35650831558338164,6.199333892725747,0.0,80.89913866072635,0.29609801503684774,19.7
446,FACE A (84)+ Meth (10.0)+ Eth (6.0),54.359569193948204,15.980105991965125,20.575177365586804,0.0,0.2623130182066844,0.3360885545773143,8.486745875715872,0.0,75.71500861034811,0.26125080243700866,17.57
447,PRF 70 (98.5)+ Meth (1.0)+ Eth (0.5),54.97192031825039,29.03457094339923,7.890402630292241,0.0,0.0,0.0,0.8196575262499022,0.0,105.69987462287779,0.38492980095965307,31.86
448,PRF 70 (96.0)+ Meth (2.5)+ Eth (1.5),54.52147266436565,28.62861229008356,7.645618505216536,0.0,0.0,0.0,2.1468025355189737,0.0,100.16626375267475,0.35346140295962336,30.35
449,PRF 70 (92.0)+ Meth (5.0)+ Eth (3.0),53.90815349142107,27.814404807947962,7.284546804938234,0.0,0.0,0.0,4.268697844980536,0.0,92.42399435184818,0.31073857511787,26.39
450,PRF 70 (88.5)+ Meth (7.5)+ Eth (4.0),53.4449292278288,26.974074072045074,6.977521207279154,0.0,0.0,0.0,6.162686686127761,0.0,86.3809265077807,0.2781806522826747,24.48
451,PRF 70 (84)+ Meth (10.0)+ Eth (6.0),52.70261752240949,26.214004153195447,6.574826741911645,0.0,0.0,0.0,8.439480743795752,0.0,80.23411268382597,0.24347325677869444,21.75
452,PRF 84 (98.5)+ Meth (1.0)+ Eth (0.5),59.84025882929933,21.184306507593796,9.441696716941092,0.0,0.0,0.0,0.818325592066316,0.0,107.60576733376372,0.46891431699651875,26.34
453,PRF 84 (96.0)+ Meth (2.5)+ Eth (1.5),59.25994055283191,20.98955670277771,9.155689486400243,0.0,0.0,0.0,2.1434075782360664,0.0,101.83815468351487,0.4303377794539656,23.76
454,PRF 84 (92.0)+ Meth (5.0)+ Eth (3.0),58.44458670994441,20.503785705137997,8.730483382684502,0.0,0.0,0.0,4.262236464370479,0.0,93.7949331946264,0.37794235644724095,20.24
455,PRF 84 (88.5)+ Meth (7.5)+ Eth (4.0),57.74943806041321,20.03948792546135,8.349763396651914,0.0,0.0,0.0,6.153836712871767,0.0,87.5234717060829,0.3372924371073925,18.47
456,PRF 84 (84)+ Meth (10.0)+ Eth (6.0),56.77214180120609,19.66063419319692,7.872383164777352,0.0,0.0,0.0,8.428025611794396,0.0,81.17222493906914,0.2949317801805453,15.86
457,FACE I (98.1)+ Meth (0.4)+ Eth (1.4),58.083405274749815,30.375129464496545,7.221513817989791,1.3895053687731032,1.5754251012145748,0.46969195564161237,0.885329017134565,0.0,92.82013017108514,0.3616323086041641,30.91
458,FACE I (95.8)+ Meth (1.7)+ Eth (2.5),57.604980004708125,29.960064059122715,7.030549895493747,1.352761633008282,1.5337649501009394,0.45727153791829245,2.060607919647889,0.0,89.33581801993992,0.33885329834021644,28.97
459,FACE I (91.5)+ Meth (3.5)+ Eth (5.0),56.647696989041386,29.342516225130336,6.676783913182255,1.284692839663794,1.4565883604638792,0.4342623683370571,4.157459304181296,0.0,83.85854789071085,0.30207268992482444,26.04
460,FACE I (86.8)+ Meth (3.7)+ Eth (9.5),55.333728715342154,29.276153146611584,6.295155451847361,1.2112629731196818,1.3733333709314701,0.4094410049982023,6.100925337149545,0.0,79.83306771995309,0.27113531106262034,23.53
461,FACE I (82.5)+ Meth (5.5)+ Eth (12.0),54.40040798300772,28.66967108998759,5.949660364661101,1.1447855986204285,1.2979611364640071,0.38696977981535613,8.150544047443796,0.0,75.52172909230117,0.24241578945075984,21.44
462,FACE J (98.1)+ Meth (0.4)+ Eth (1.4),25.60192831413849,33.81482409665799,7.103557237235296,0.0,0.7936388085738746,31.85333045276131,0.832721090633026,0.0,92.09739813786317,0.6493253268665948,28.38
463,FACE J (95.8)+ Meth (1.7)+ Eth (2.5),25.96038799771513,33.33812009005074,6.926596552535197,0.0,0.7738680286280705,31.05981433419576,1.9412129968751048,0.0,88.87458478850212,0.6109934785196051,27.18
464,FACE J (91.5)+ Meth (3.5)+ Eth (5.0),26.56036509851226,32.594055086449536,6.597295938882187,0.0,0.7370772014475273,29.58318496180137,3.928021712907117,0.0,83.75332409174257,0.5484122111014328,25.28
465,FACE J (86.8)+ Meth (3.7)+ Eth (9.5),26.94493532803699,32.355006915536904,6.239893627683529,0.0,0.6971467363342979,27.980543701516076,5.782473690892205,0.0,79.94294024561145,0.4951039613551917,22.92
466,FACE J (82.5)+ Meth (5.5)+ Eth (12.0),27.53875984488066,31.61791428457202,5.9143745252468705,0.0,0.6607783952344781,26.520871147003557,7.747301803062407,0.0,75.81773420354352,0.4450601620143125,21.11
467,FACE A (98.1)+ Meth (0.4)+ Eth (1.4),56.72538199190382,17.108325130896908,24.551738669065532,0.0,0.3130102141076084,0.40104433682537316,0.9004996572007494,0.0,96.7791054956494,0.39847027158439613,25.71
468,FACE A (95.8)+ Meth (1.7)+ Eth (2.5),56.275489071232435,17.043012594663043,23.891672553265863,0.0,0.30459502856753295,0.3902623803521515,2.094968371918964,0.0,92.83449935810485,0.3719529631844595,23.82
469,FACE A (91.5)+ Meth (3.5)+ Eth (5.0),55.371015714501866,17.075942978189914,22.67046019497222,0.0,0.28902578734625944,0.3703142900373948,4.223241034952338,0.0,86.68430808844444,0.3295587845211941,21.76
470,FACE A (86.8)+ Meth (3.7)+ Eth (9.5),54.11152268262074,17.72016787843838,21.35535938892935,0.0,0.27225956193057343,0.34883256372354715,6.1918579243573975,0.0,82.17655896317224,0.2942977255147446,19.21
471,FACE A (82.5)+ Meth (5.5)+ Eth (12.0),53.2330873728434,17.748299886971914,20.166823057729626,0.0,0.25710690750890364,0.32941822524578274,8.265264549700369,0.0,77.43563627132582,0.2618848820071672,17.27
472,PRF 70 (98.1)+ Meth (0.4)+ Eth (1.4),54.74526943437366,29.282322208557236,7.840502729694059,0.0,0.0,0.0,0.8945184922728319,0.0,105.65449261364606,0.38233123280387665,32.65
473,PRF 70 (95.8)+ Meth (1.7)+ Eth (2.5),54.31955461028157,28.94323053817525,7.620999216340116,0.0,0.0,0.0,2.0814471278121878,0.0,100.75260974812322,0.3543856430467701,30.14
474,PRF 70 (91.5)+ Meth (3.5)+ Eth (5.0),53.52255868089335,28.367266198811883,7.234661413090236,0.0,0.0,0.0,4.1973647105058545,0.0,93.21582975562816,0.3112545999794915,26.55
475,PRF 70 (86.8)+ Meth (3.7)+ Eth (9.5),52.40753039971916,28.307282568999078,6.827153897563972,0.0,0.0,0.0,6.156044920581817,0.0,87.70011976624458,0.27634256052874334,23.61
476,PRF 70 (82.5)+ Meth (5.5)+ Eth (12.0),51.597603643510666,27.79854152478305,6.43950614641575,0.0,0.0,0.0,8.220189165522164,0.0,82.05494734554141,0.2438738482040467,20.93
477,PRF 84 (98.1)+ Meth (0.4)+ Eth (1.4),59.604276636717245,21.447295562570424,9.38878719738147,0.0,0.0,0.0,0.8930678057479753,0.0,107.5549486536855,0.46606639612372786,25.51
478,PRF 84 (95.8)+ Meth (1.7)+ Eth (2.5),59.09248372112823,21.248636130288716,9.14198913689054,0.0,0.0,0.0,2.0781318084089584,0.0,102.45571978537973,0.4322995741339582,23.48
479,PRF 84 (91.5)+ Meth (3.5)+ Eth (5.0),58.05667212824217,21.06048916471744,8.679748135147545,0.0,0.0,0.0,4.191015370218176,0.0,94.60838696389357,0.3790047555319258,20.44
480,PRF 84 (86.8)+ Meth (3.7)+ Eth (9.5),56.63414156015748,21.498666481998427,8.174308732768576,0.0,0.0,0.0,6.147367471750686,0.0,88.85412545031632,0.3352251016666317,18.43
481,PRF 84 (82.5)+ Meth (5.5)+ Eth (12.0),55.62618113684648,21.311372154930098,7.72371531911143,0.0,0.0,0.0,8.209148017624505,0.0,83.02346750671438,0.29596136668955075,16.42
482,FACE J gasoline + Ethanol (2 % vol.),25.533352356852504,33.97332382157374,7.096010444988828,0.0,0.7927956497159934,31.819489595391282,0.7850281314776429,0.0,92.4300943001216,0.6509786417336637,28.4926166275247
483,FACE J gasoline + Ethanol (5 % vol.),25.762654665144076,33.85867266742795,6.865755357022904,0.0,0.767070598508766,30.786994021629603,1.9588526902666754,0.0,89.49883586409862,0.6098805853110736,26.850394525865
484,FACE J gasoline + Ethanol (10 % vol.),26.142900763358774,33.668549618320604,6.483929288871032,0.0,0.7244114102049016,29.074833266372035,3.905375652872639,0.0,85.02731248452842,0.5471870616387492,24.4511567619908
485,FACE J gasoline + Ethanol (15 % vol.),26.52076096388759,33.479619518056204,6.104499032107335,0.0,0.6820198918630266,27.37341565983579,5.83968493425005,0.0,81.00552476566548,0.4907991101165469,22.4990010138815
486,FACE J gasoline + Ethanol (20 % vol.),26.896257652382218,33.291871173808886,5.727442108064945,0.0,0.639893532073463,25.682640404578123,7.76189512909236,0.0,77.36887135016829,0.43981097975493694,20.9283853630414
487,FACE I gasoline + Ethanol (2 % vol.),57.973816038005836,30.547516169652567,7.213357563963139,1.3879360082422298,1.5736457558239367,0.46916146757483823,0.8345669967374506,0.0,93.17865761107352,0.362619132123947,30.6517072981589
488,FACE I gasoline + Ethanol (5 % vol.),57.100305017103764,30.543814851767387,6.965032782212087,1.3401553591790192,1.5194719213226908,0.45301026225769664,2.0782098061573544,0.0,90.0009251984747,0.33819481341869717,28.9165397889895
489,FACE I gasoline + Ethanol (10 % vol.),55.65962616822429,30.537710280373826,6.5554715378079855,1.2613508920985554,1.4301231945624466,0.4263721325403567,4.129345794392522,0.0,85.20821537592903,0.30135764245252905,26.0958267073921
490,FACE I gasoline + Ethanol (15 % vol.),54.23759425998875,30.53168472144063,6.15121131119865,1.1835664040517726,1.3419309229037704,0.40007878446820483,6.153933595948227,0.0,80.95311427636342,0.268652577366871,23.3204344654218
491,FACE I gasoline + Ethanol (20 % vol.),52.833849594632376,30.52573665082472,5.752149846239867,1.10678221973721,1.2548727984344423,0.3741235672351132,8.152485322896283,0.0,77.14996873497913,0.2394212807300176,20.7328881730681
492,FACE A gasoline + Ethanol (2 % vol.),56.6154770914595,17.29890289340397,24.52353437736508,0.0,0.31265063748035166,0.4005836292717005,0.8488513710193862,0.0,97.17085226758228,0.39962361384128964,25.1797767881181
493,FACE A gasoline + Ethanol (5 % vol.),55.7750724427702,17.758766299623296,23.66535062300782,0.0,0.30170964937699213,0.3865654882642711,2.1125354969574035,0.0,93.52991992724357,0.3711894081339215,23.5698849103853
494,FACE A gasoline + Ethanol (10 % vol.),54.391156169111305,18.516035375323554,22.25215703192407,0.0,0.28369283865401207,0.3634814495254529,4.193477135461604,0.0,88.09433897585983,0.3287397242443497,20.9807689589995
495,FACE A gasoline + Ethanol (15 % vol.),53.02778332857551,19.262063231515846,20.859941478732516,0.0,0.26594347701969745,0.34074007993148725,6.24352840422495,0.0,83.32378081181292,0.29148359875346647,18.5256926784108
496,FACE A gasoline + Ethanol (20 % vol.),51.68449985831679,19.99709832813828,19.488240294701043,0.0,0.24845565315953524,0.31833380561065444,8.263372060073674,0.0,79.1032363607275,0.258522857409921,16.1143663781377
